"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Measles","All cases","Reported cases","N","2017-08","GIN","Guinea",34,NA
"Measles","All cases","Reported cases","N","2017-09","GIN","Guinea",37,NA
"Measles","All cases","Reported cases","N","2017-10","GIN","Guinea",48,NA
"Measles","All cases","Reported cases","N","2017-11","GIN","Guinea",41,NA
"Measles","All cases","Reported cases","N","2017-12","GIN","Guinea",31,NA
"Measles","All cases","Reported cases","N","2018-01","GIN","Guinea",21,NA
"Measles","All cases","Reported cases","N","2018-02","GIN","Guinea",38,NA
"Measles","All cases","Reported cases","N","2018-03","GIN","Guinea",81,NA
"Measles","All cases","Reported cases","N","2018-04","GIN","Guinea",143,NA
"Measles","All cases","Reported cases","N","2018-05","GIN","Guinea",93,NA
"Measles","All cases","Reported cases","N","2018-06","GIN","Guinea",40,NA
"Measles","All cases","Reported cases","N","2018-07","GIN","Guinea",23,NA
"Measles","All cases","Reported cases","N","2018-08","GIN","Guinea",16,NA
"Measles","All cases","Reported cases","N","2018-09","GIN","Guinea",15,NA
"Measles","All cases","Reported cases","N","2018-10","GIN","Guinea",8,NA
"Measles","All cases","Reported cases","N","2018-11","GIN","Guinea",23,NA
"Measles","All cases","Reported cases","N","2018-12","GIN","Guinea",17,NA
"Measles","All cases","Reported cases","N","2019-01","GIN","Guinea",80,NA
"Measles","All cases","Reported cases","N","2019-02","GIN","Guinea",83,NA
"Measles","All cases","Reported cases","N","2019-03","GIN","Guinea",147,NA
"Measles","All cases","Reported cases","N","2019-04","GIN","Guinea",196,NA
"Measles","All cases","Reported cases","N","2019-05","GIN","Guinea",159,NA
"Measles","All cases","Reported cases","N","2019-06","GIN","Guinea",52,NA
"Measles","All cases","Reported cases","N","2019-07","GIN","Guinea",187,NA
"Measles","All cases","Reported cases","N","2019-08","GIN","Guinea",47,NA
"Measles","All cases","Reported cases","N","2019-09","GIN","Guinea",51,NA
"Measles","All cases","Reported cases","N","2019-10","GIN","Guinea",61,NA
"Measles","All cases","Reported cases","N","2019-11","GIN","Guinea",82,NA
"Measles","All cases","Reported cases","N","2019-12","GIN","Guinea",63,NA
"Measles","All cases","Reported cases","N","2020-01","GIN","Guinea",333,NA
"Measles","All cases","Reported cases","N","2020-02","GIN","Guinea",72,NA
"Measles","All cases","Reported cases","N","2020-03","GIN","Guinea",50,NA
"Measles","All cases","Reported cases","N","2020-04","GIN","Guinea",10,NA
"Measles","All cases","Reported cases","N","2020-05","GIN","Guinea",8,NA
"Measles","All cases","Reported cases","N","2020-06","GIN","Guinea",5,NA
"Measles","All cases","Reported cases","N","2020-07","GIN","Guinea",9,NA
"Measles","All cases","Reported cases","N","2020-08","GIN","Guinea",38,NA
"Measles","All cases","Reported cases","N","2020-09","GIN","Guinea",4,NA
"Measles","All cases","Reported cases","N","2020-10","GIN","Guinea",0,NA
"Measles","All cases","Reported cases","N","2020-11","GIN","Guinea",0,NA
"Measles","All cases","Reported cases","N","2020-12","GIN","Guinea",0,NA
"Measles","All cases","Reported cases","N","2021-01","GIN","Guinea",4,NA
"Measles","All cases","Reported cases","N","2021-02","GIN","Guinea",18,NA
"Measles","All cases","Reported cases","N","2021-03","GIN","Guinea",19,NA
"Measles","All cases","Reported cases","N","2021-04","GIN","Guinea",30,NA
"Measles","All cases","Reported cases","N","2021-05","GIN","Guinea",20,NA
"Measles","All cases","Reported cases","N","2021-06","GIN","Guinea",17,NA
"Measles","All cases","Reported cases","N","2021-07","GIN","Guinea",20,NA
"Measles","All cases","Reported cases","N","2021-08","GIN","Guinea",84,NA
"Measles","All cases","Reported cases","N","2021-09","GIN","Guinea",35,NA
"Measles","All cases","Reported cases","N","2021-10","GIN","Guinea",58,NA
"Measles","All cases","Reported cases","N","2021-11","GIN","Guinea",82,NA
"Measles","All cases","Reported cases","N","2021-12","GIN","Guinea",87,NA
"Measles","All cases","Reported cases","N","2022-01","GIN","Guinea",62,NA
"Measles","All cases","Reported cases","N","2022-02","GIN","Guinea",159,NA
"Measles","All cases","Reported cases","N","2022-03","GIN","Guinea",121,NA
"Measles","All cases","Reported cases","N","2022-04","GIN","Guinea",48,NA
"Measles","All cases","Reported cases","N","2022-05","GIN","Guinea",8,NA
"Measles","All cases","Reported cases","N","2022-06","GIN","Guinea",1,NA
"Measles","All cases","Reported cases","N","2022-07","GIN","Guinea",1,NA
"Measles","All cases","Reported cases","N","2022-08","GIN","Guinea",2,NA
"Measles","All cases","Reported cases","N","2022-09","GIN","Guinea",15,NA
"Measles","All cases","Reported cases","N","2022-10","GIN","Guinea",9,NA
"Measles","All cases","Reported cases","N","2022-11","GIN","Guinea",3,NA
"Measles","All cases","Reported cases","N","2022-12","GIN","Guinea",0,NA
"Measles","All cases","Reported cases","N","2023-01","GIN","Guinea",7,NA
"Measles","All cases","Reported cases","N","2023-02","GIN","Guinea",11,NA
"Measles","All cases","Reported cases","N","2023-03","GIN","Guinea",4,NA
"Measles","All cases","Reported cases","N","2023-04","GIN","Guinea",47,NA
"Measles","All cases","Reported cases","N","2023-05","GIN","Guinea",34,NA
"Measles","All cases","Reported cases","N","2023-06","GIN","Guinea",20,NA
"Measles","All cases","Reported cases","N","2023-07","GIN","Guinea",21,NA
"Measles","All cases","Reported cases","N","2023-08","GIN","Guinea",10,NA
"Measles","All cases","Reported cases","N","2023-09","GIN","Guinea",8,NA
"Measles","All cases","Reported cases","N","2023-10","GIN","Guinea",6,NA
"Measles","All cases","Reported cases","N","2023-11","GIN","Guinea",12,NA
"Measles","All cases","Reported cases","N","2023-12","GIN","Guinea",18,NA
"Measles","All cases","Reported cases","N","2011-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2011-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-03","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2012-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2012-12","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2013-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-07","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2013-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2013-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-01","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2014-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-04","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2014-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2014-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-01","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2015-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-04","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2015-05","GMB","Gambia",11,NA
"Measles","All cases","Reported cases","N","2015-06","GMB","Gambia",9,NA
"Measles","All cases","Reported cases","N","2015-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2015-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-01","GMB","Gambia",49,NA
"Measles","All cases","Reported cases","N","2016-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-03","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2016-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2016-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2017-12","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2018-01","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2018-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-03","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2018-04","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2018-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2018-11","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2018-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-02","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-06","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2019-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2019-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-02","GMB","Gambia",10,NA
"Measles","All cases","Reported cases","N","2020-03","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2020-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-05","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2020-06","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2020-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2020-12","GMB","Gambia",3,NA
"Measles","All cases","Reported cases","N","2021-01","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-02","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2021-03","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-04","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-05","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-08","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-09","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-10","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-11","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2021-12","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2022-01","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2022-02","GMB","Gambia",29,NA
"Measles","All cases","Reported cases","N","2022-03","GMB","Gambia",48,NA
"Measles","All cases","Reported cases","N","2022-04","GMB","Gambia",9,NA
"Measles","All cases","Reported cases","N","2022-05","GMB","Gambia",5,NA
"Measles","All cases","Reported cases","N","2022-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2022-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2022-08","GMB","Gambia",6,NA
"Measles","All cases","Reported cases","N","2022-09","GMB","Gambia",5,NA
"Measles","All cases","Reported cases","N","2022-10","GMB","Gambia",8,NA
"Measles","All cases","Reported cases","N","2022-11","GMB","Gambia",7,NA
"Measles","All cases","Reported cases","N","2022-12","GMB","Gambia",8,NA
"Measles","All cases","Reported cases","N","2023-01","GMB","Gambia",9,NA
"Measles","All cases","Reported cases","N","2023-02","GMB","Gambia",6,NA
"Measles","All cases","Reported cases","N","2023-03","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2023-04","GMB","Gambia",3,NA
"Measles","All cases","Reported cases","N","2023-05","GMB","Gambia",5,NA
"Measles","All cases","Reported cases","N","2023-06","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2023-07","GMB","Gambia",0,NA
"Measles","All cases","Reported cases","N","2023-08","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2023-09","GMB","Gambia",1,NA
"Measles","All cases","Reported cases","N","2023-10","GMB","Gambia",2,NA
"Measles","All cases","Reported cases","N","2023-11","GMB","Gambia",3,NA
"Measles","All cases","Reported cases","N","2023-12","GMB","Gambia",3,NA
"Measles","All cases","Reported cases","N","2011-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2011-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2012-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2013-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2014-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2015-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2016-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2017-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2018-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2019-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2020-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-01","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-02","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-03","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-04","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-05","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-06","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-07","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-08","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-09","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-10","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-11","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2021-12","GNB","Guinea-Bissau",0,NA
"Measles","All cases","Reported cases","N","2022-01","GNB","Guinea-Bissau",4,NA
"Measles","All cases","Reported cases","N","2022-02","GNB","Guinea-Bissau",37,NA
"Measles","All cases","Reported cases","N","2022-03","GNB","Guinea-Bissau",94,NA
